CustomerID,Contract,"Payment Method","Tenure Months","Total Revenue",Gender,Age,"Internet Type","Customer Status","Churn Category"
0406-BPDVR,"One year","Credit card (automatic)",54,7181.56,Female,75,"Fiber Optic",Churned,Price
5276-KQWHG,Month-to-month,"Electronic check",2,162.29,Female,74,"Fiber Optic",Churned,Price
9667-EQRXU,Month-to-month,"Electronic check",30,1272.95,Female,74,Cable,Churned,Other
0946-CLJTI,Month-to-month,"Electronic check",58,5997.04,Male,67,"Fiber Optic",Churned,Competitor
0324-BRPCJ,Month-to-month,"Electronic check",68,8302.09,Female,74,Cable,Churned,Competitor
9189-JWSHV,Month-to-month,"Electronic check",24,2585.17,Female,69,"Fiber Optic",Churned,Price
0576-WNXXC,Month-to-month,"Electronic check",27,3576.43,Male,70,"Fiber Optic",Churned,Dissatisfaction
5482-PLVPE,Month-to-month,"Electronic check",2,41.85,Female,79,DSL,Churned,Competitor
4902-OHLSK,Month-to-month,"Electronic check",29,3471.17,Female,76,"Fiber Optic",Churned,Attitude
0495-ZBNGW,Month-to-month,"Bank transfer (automatic)",5,397.25,Male,78,"Fiber Optic",Churned,Competitor
2357-COQEK,Month-to-month,"Electronic check",28,3678.57,Female,79,"Fiber Optic",Churned,Competitor
2034-CGRHZ,Month-to-month,"Credit card (automatic)",24,2574.22,Male,73,"Fiber Optic",Churned,Attitude
9360-AHGNL,"One year","Mailed check",43,5206.5,Female,74,"Fiber Optic",Churned,Dissatisfaction
5485-WUYWF,Month-to-month,"Bank transfer (automatic)",2,105.69,Male,73,Cable,Churned,Price
2632-UCGVD,Month-to-month,"Credit card (automatic)",66,10162,Male,71,"Fiber Optic",Churned,Price
6425-YQLLO,"One year","Credit card (automatic)",66,8806.75,Female,68,"Fiber Optic",Churned,Other
2091-RFFBA,Month-to-month,"Electronic check",31,2695.48,Female,70,"Fiber Optic",Churned,Attitude
6899-PPEEA,Month-to-month,"Electronic check",37,3702.4,Female,66,"Fiber Optic",Churned,Attitude
4597-NUCQV,Month-to-month,"Electronic check",24,3135.67,Male,65,"Fiber Optic",Churned,Attitude
3754-DXMRT,Month-to-month,"Electronic check",2,179.97,Male,78,DSL,Churned,Attitude
7130-VTEWQ,Month-to-month,"Electronic check",8,716.65,Female,74,"Fiber Optic",Churned,Competitor
7903-CMPEY,Month-to-month,"Electronic check",1,97.81,Male,78,"Fiber Optic",Churned,Competitor
1704-NRWYE,Month-to-month,"Electronic check",9,1141.71,Female,79,"Fiber Optic",Churned,Attitude
7481-ATQQS,Month-to-month,"Credit card (automatic)",49,6714.97,Female,76,"Fiber Optic",Churned,Attitude
0023-HGHWL,Month-to-month,"Electronic check",1,25.1,Male,67,Cable,Churned,Competitor
1792-UXAFY,Month-to-month,"Electronic check",17,2013.19,Female,80,"Fiber Optic",Churned,Dissatisfaction
6161-UUUTA,Month-to-month,"Electronic check",3,269.84,Male,77,"Fiber Optic",Churned,Price
6543-XRMYR,Month-to-month,"Electronic check",30,4355.65,Female,73,"Fiber Optic",Churned,Dissatisfaction
2479-BRAMR,Month-to-month,"Bank transfer (automatic)",41,5152.99,Male,74,"Fiber Optic",Churned,Competitor
3714-JTVOV,Month-to-month,"Credit card (automatic)",42,3351.2,Female,76,"Fiber Optic",Churned,Attitude
8580-QVLOC,"Two year","Credit card (automatic)",72,8295.69,Female,78,DSL,Churned,Competitor
2012-NWRPA,Month-to-month,"Electronic check",11,1145.28,Female,78,"Fiber Optic",Churned,Competitor
8808-ELEHO,Month-to-month,"Electronic check",8,626.11,Male,66,"Fiber Optic",Churned,Price
9058-CBREO,Month-to-month,"Mailed check",1,73.11,Female,69,Cable,Churned,Dissatisfaction
8063-GBATB,Month-to-month,"Electronic check",27,3128.84,Female,74,"Fiber Optic",Churned,Competitor
1069-XAIEM,Month-to-month,"Electronic check",1,101.42,Female,68,"Fiber Optic",Churned,Competitor
6987-XQSJT,Month-to-month,"Electronic check",54,6841.83,Female,68,"Fiber Optic",Churned,Attitude
0722-TROQR,Month-to-month,"Electronic check",4,426.67,Female,68,"Fiber Optic",Churned,Price
6402-ZFPPI,Month-to-month,"Mailed check",25,3572.7,Female,75,"Fiber Optic",Churned,Price
9965-YOKZB,Month-to-month,"Electronic check",9,880.51,Male,73,"Fiber Optic",Churned,Dissatisfaction
0504-HHAPI,Month-to-month,"Credit card (automatic)",27,2925.13,Female,72,"Fiber Optic",Churned,Other
3791-LGQCY,Month-to-month,"Bank transfer (automatic)",56,7711.41,Female,68,Cable,Churned,Attitude
8166-ZZTFS,"Two year","Bank transfer (automatic)",66,6697.3,Female,74,Cable,Churned,Attitude
2956-GGUCQ,Month-to-month,"Electronic check",24,1821.45,Male,71,"Fiber Optic",Churned,Attitude
2778-OCLGR,Month-to-month,"Bank transfer (automatic)",24,971.3,Male,75,DSL,Churned,Competitor
7067-KSAZT,"One year","Electronic check",65,8194.65,Female,66,"Fiber Optic",Churned,Competitor
9300-AGZNL,Month-to-month,"Electronic check",1,115.85,Male,76,"Fiber Optic",Churned,Dissatisfaction
1112-CUNAO,Month-to-month,"Electronic check",15,1489.15,Female,67,"Fiber Optic",Churned,Dissatisfaction
3389-YGYAI,Month-to-month,"Electronic check",8,1190.83,Female,79,"Fiber Optic",Churned,Price
3070-DVEYC,Month-to-month,"Mailed check",7,771.95,Male,78,"Fiber Optic",Churned,Attitude
5707-ORNDZ,Month-to-month,"Electronic check",9,516.1,Male,79,DSL,Churned,Dissatisfaction
8696-JKZNU,Month-to-month,"Electronic check",37,3838.7,Female,78,"Fiber Optic",Churned,Other
2055-PDADH,Month-to-month,"Electronic check",3,211.48,Female,71,"Fiber Optic",Churned,Other
2302-ANTDP,Month-to-month,"Electronic check",48,7504.82,Female,76,"Fiber Optic",Churned,Competitor
5233-GEEAX,Month-to-month,"Electronic check",8,221.9,Male,65,DSL,Churned,Competitor
7137-RYLPP,Month-to-month,"Electronic check",37,4895.72,Male,75,"Fiber Optic",Churned,Competitor
3957-LXOLK,Month-to-month,"Electronic check",28,3423.26,Female,75,"Fiber Optic",Churned,Competitor
5281-BUZGT,Month-to-month,"Electronic check",36,4026.58,Male,69,"Fiber Optic",Churned,Competitor
2718-GAXQD,Month-to-month,"Electronic check",4,350.12,Female,68,Cable,Churned,Competitor
3217-FZDMN,Month-to-month,"Credit card (automatic)",8,784.63,Female,66,"Fiber Optic",Churned,Competitor
7480-QNVZJ,Month-to-month,"Electronic check",50,5762.7,Male,65,"Fiber Optic",Churned,Dissatisfaction
7124-UGSUR,"One year","Credit card (automatic)",61,8546.71,Female,77,"Fiber Optic",Churned,Competitor
1862-SKORY,Month-to-month,"Electronic check",40,1637.4,Female,66,Cable,Churned,Competitor
4816-JBHOV,Month-to-month,"Electronic check",2,176.56,Male,72,Cable,Churned,Competitor
3247-ZVOUO,Month-to-month,"Electronic check",10,911.85,Male,77,"Fiber Optic",Churned,Attitude
1268-ASBGA,Month-to-month,"Credit card (automatic)",16,1534.03,Female,66,"Fiber Optic",Churned,Dissatisfaction
4713-LZDRV,Month-to-month,"Electronic check",2,258.87,Female,80,Cable,Churned,Price
4325-NFSKC,Month-to-month,"Electronic check",19,2194.28,Male,68,"Fiber Optic",Churned,Price
6502-HCJTI,Month-to-month,"Credit card (automatic)",7,741,Male,78,"Fiber Optic",Churned,Attitude
8258-GSTJK,Month-to-month,"Electronic check",3,382.77,Male,74,"Fiber Optic",Churned,Competitor
2995-UPRYS,"One year","Credit card (automatic)",40,4852.6,Female,74,"Fiber Optic",Churned,Other
6686-YPGHK,Month-to-month,"Mailed check",47,5811.56,Male,65,"Fiber Optic",Churned,Other
8020-BWHYL,Month-to-month,"Credit card (automatic)",15,1267.3,Female,70,"Fiber Optic",Churned,Competitor
6892-XPFPU,Month-to-month,"Electronic check",24,3628.14,Male,70,"Fiber Optic",Churned,Competitor
8010-EZLOU,Month-to-month,"Electronic check",15,1398.45,Male,75,"Fiber Optic",Churned,Competitor
8062-YBDOE,Month-to-month,"Electronic check",1,76.88,Male,70,"Fiber Optic",Churned,Other
3672-YITQD,Month-to-month,"Electronic check",36,4161,Male,71,"Fiber Optic",Churned,Competitor
8988-ECPJR,Month-to-month,"Mailed check",34,3596.86,Female,79,"Fiber Optic",Churned,Dissatisfaction
3776-EKTKM,Month-to-month,"Electronic check",1,36.45,Female,79,Cable,Churned,Dissatisfaction
0643-OKLRP,Month-to-month,"Electronic check",47,5716.42,Female,73,"Fiber Optic",Churned,Dissatisfaction
9381-NDKME,Month-to-month,"Credit card (automatic)",24,933.3,Female,74,Cable,Churned,Dissatisfaction
8327-LZKAS,"One year","Electronic check",43,5269.02,Female,80,Cable,Churned,Dissatisfaction
1075-BGWOH,Month-to-month,"Electronic check",16,1830.11,Male,69,"Fiber Optic",Churned,Attitude
8485-GJCDN,Month-to-month,"Mailed check",5,468.75,Female,71,"Fiber Optic",Churned,Competitor
6029-WTIPC,Month-to-month,"Electronic check",37,5152.27,Male,73,"Fiber Optic",Churned,Competitor
3317-HRTNN,Month-to-month,"Electronic check",5,198,Female,79,DSL,Churned,Competitor
5569-OUICF,Month-to-month,"Credit card (automatic)",28,3272.24,Female,67,"Fiber Optic",Churned,Competitor
5747-PMBSQ,Month-to-month,"Mailed check",10,1145.3,Male,72,"Fiber Optic",Churned,Competitor
2982-IHMFT,Month-to-month,"Mailed check",1,114.06,Female,75,"Fiber Optic",Churned,Competitor
5143-EGQFK,Month-to-month,"Electronic check",10,401.4,Female,76,Cable,Churned,Other
6168-WFVVF,Month-to-month,"Electronic check",3,252.12,Female,69,"Fiber Optic",Churned,Competitor
7450-NWRTR,Month-to-month,"Electronic check",12,1462.83,Male,76,"Fiber Optic",Churned,Competitor
6005-OBZPH,Month-to-month,"Electronic check",26,2513.99,Female,68,"Fiber Optic",Churned,Other
7932-WPTDS,Month-to-month,"Electronic check",1,24.8,Female,77,DSL,Churned,Competitor
7000-WCEVQ,Month-to-month,"Mailed check",20,1716.55,Female,67,DSL,Churned,Price
5959-BELXA,Month-to-month,"Credit card (automatic)",32,3833.65,Male,67,"Fiber Optic",Churned,Price
2506-TNFCO,Month-to-month,"Electronic check",1,82.01,Female,76,"Fiber Optic",Churned,Dissatisfaction
6060-DRTNL,Month-to-month,"Mailed check",5,572.3,Female,66,"Fiber Optic",Churned,Competitor
8473-VUVJN,Month-to-month,"Electronic check",1,113.53,Male,80,"Fiber Optic",Churned,Attitude
0196-VULGZ,Month-to-month,"Electronic check",6,647.16,Female,78,"Fiber Optic",Churned,Other
1976-CFOCS,Month-to-month,"Electronic check",1,53.74,Female,69,DSL,Churned,Competitor
4631-OACRM,Month-to-month,"Electronic check",15,1414.55,Male,78,"Fiber Optic",Churned,Competitor
3755-JBMNH,Month-to-month,"Bank transfer (automatic)",16,1902.2,Male,78,"Fiber Optic",Churned,Competitor
6345-ULYRW,"One year","Mailed check",44,4996.18,Male,68,Cable,Churned,Competitor
0013-EXCHZ,Month-to-month,"Mailed check",3,289.54,Female,75,"Fiber Optic",Churned,Dissatisfaction
5550-VFRLC,Month-to-month,"Electronic check",1,153.3,Female,70,"Fiber Optic",Churned,Dissatisfaction
2657-ALMWY,Month-to-month,"Electronic check",26,2644.51,Female,65,"Fiber Optic",Churned,Price
6284-AHOOQ,Month-to-month,"Bank transfer (automatic)",22,2925.02,Male,71,"Fiber Optic",Churned,Other
2460-FPSYH,Month-to-month,"Electronic check",40,2189.35,Female,72,Cable,Churned,Attitude
5028-HTLJB,Month-to-month,"Mailed check",1,39.92,Male,69,None,Churned,Price
0875-CABNR,Month-to-month,"Credit card (automatic)",10,1034.05,Female,70,"Fiber Optic",Churned,Attitude
6982-UQZLY,Month-to-month,"Mailed check",1,43.71,Female,80,None,Churned,Attitude
0193-ESZXP,"One year","Credit card (automatic)",58,7188.02,Female,73,"Fiber Optic",Churned,Attitude
4369-HTUIF,Month-to-month,"Bank transfer (automatic)",6,680.06,Male,73,"Fiber Optic",Churned,Attitude
5287-QWLKY,Month-to-month,"Credit card (automatic)",71,10718.96,Male,79,"Fiber Optic",Churned,Attitude
1891-UAWWU,Month-to-month,"Electronic check",20,2046.4,Female,79,"Fiber Optic",Churned,Competitor
3096-JRDSO,Month-to-month,"Bank transfer (automatic)",27,3142.88,Female,73,"Fiber Optic",Churned,Competitor
2398-YPMUR,Month-to-month,"Electronic check",13,1498.93,Female,77,"Fiber Optic",Churned,Other
1265-XTECC,"One year","Credit card (automatic)",68,6716.54,Female,68,"Fiber Optic",Churned,Attitude
4871-JTKJF,Month-to-month,"Electronic check",1,100.78,Female,70,"Fiber Optic",Churned,Attitude
1415-YFWLT,Month-to-month,"Electronic check",1,119.53,Female,68,"Fiber Optic",Churned,Competitor
3500-RMZLT,Month-to-month,"Mailed check",15,1863.4,Female,76,"Fiber Optic",Churned,Attitude
2642-DTVCO,Month-to-month,"Electronic check",9,886.12,Male,68,"Fiber Optic",Churned,Attitude
1363-TXLSL,Month-to-month,"Electronic check",1,109.4,Male,80,"Fiber Optic",Churned,Competitor
7136-RVDTZ,"One year","Electronic check",70,3264.45,Male,79,DSL,Churned,Attitude
6927-WTFIV,Month-to-month,"Credit card (automatic)",20,1503.4,Male,78,"Fiber Optic",Churned,Attitude
3398-ZOUAA,Month-to-month,"Electronic check",21,1889.29,Male,76,"Fiber Optic",Churned,Attitude
4844-JJWUY,Month-to-month,"Electronic check",1,114.82,Female,65,"Fiber Optic",Churned,Competitor
4785-QRJHC,"One year","Bank transfer (automatic)",46,2966.65,Male,80,DSL,Churned,Competitor
1965-AKTSX,Month-to-month,"Electronic check",14,1330.89,Female,65,"Fiber Optic",Churned,Competitor
7248-VZQLC,Month-to-month,"Bank transfer (automatic)",47,4760.36,Female,78,"Fiber Optic",Churned,Price
0011-IGKFF,Month-to-month,"Electronic check",13,1599.51,Male,78,"Fiber Optic",Churned,Dissatisfaction
6496-SLWHQ,Month-to-month,"Electronic check",3,400.74,Male,68,"Fiber Optic",Churned,Attitude
9912-GVSEQ,Month-to-month,"Electronic check",26,2622.83,Female,73,"Fiber Optic",Churned,Dissatisfaction
5383-MMTWC,Month-to-month,"Electronic check",8,981.8,Female,75,"Fiber Optic",Churned,Dissatisfaction
6877-LGWXO,Month-to-month,"Electronic check",18,1512.29,Male,66,"Fiber Optic",Churned,Attitude
5167-GBFRE,Month-to-month,"Bank transfer (automatic)",4,102.5,Male,73,DSL,Churned,Other
1324-NLTJE,Month-to-month,"Credit card (automatic)",15,1014.95,Female,73,DSL,Churned,Other
5567-WSELE,Month-to-month,"Electronic check",3,376.48,Male,70,"Fiber Optic",Churned,Competitor
6646-VRFOL,Month-to-month,"Electronic check",53,7571.58,Male,74,"Fiber Optic",Churned,Competitor
9090-SGQXL,Month-to-month,"Electronic check",68,10507.21,Male,70,"Fiber Optic",Churned,Competitor
6595-YGXIT,Month-to-month,"Electronic check",25,3482.7,Male,71,"Fiber Optic",Churned,Competitor
9835-ZIITK,"One year","Electronic check",66,10717.17,Male,66,"Fiber Optic",Churned,Competitor
5649-TJHOV,Month-to-month,"Bank transfer (automatic)",27,1062,Male,68,DSL,Churned,Dissatisfaction
9253-QXKBE,Month-to-month,"Electronic check",29,2834.9,Male,73,"Fiber Optic",Churned,Competitor
8775-LHDJH,Month-to-month,"Electronic check",1,103.62,Female,77,"Fiber Optic",Churned,Other
3097-NQYSN,Month-to-month,"Mailed check",2,204.73,Male,73,"Fiber Optic",Churned,Competitor
3565-UNOCC,Month-to-month,"Bank transfer (automatic)",29,3600.42,Female,65,"Fiber Optic",Churned,Competitor
9190-MFJLN,Month-to-month,"Credit card (automatic)",19,2400.53,Male,65,"Fiber Optic",Churned,Competitor
1095-JUDTC,Month-to-month,"Electronic check",47,5172.89,Female,78,"Fiber Optic",Churned,Competitor
5385-SUIRI,Month-to-month,"Electronic check",52,7523.55,Male,69,"Fiber Optic",Churned,Competitor
6328-ZPBGN,Month-to-month,"Bank transfer (automatic)",11,1037.47,Female,67,"Fiber Optic",Churned,Price
2856-NNASM,Month-to-month,"Mailed check",43,5538.91,Male,74,"Fiber Optic",Churned,Dissatisfaction
6769-DYBQN,Month-to-month,"Electronic check",46,5661.28,Male,77,"Fiber Optic",Churned,Attitude
2446-BEGGB,Month-to-month,"Electronic check",6,844.7,Female,79,"Fiber Optic",Churned,Attitude
1496-GGSUK,Month-to-month,"Mailed check",1,25.7,Female,68,Cable,Churned,Attitude
3296-SILRA,Month-to-month,"Mailed check",1,117.56,Female,76,"Fiber Optic",Churned,Attitude
5180-UCIIQ,Month-to-month,"Mailed check",22,880.2,Male,80,Cable,Churned,Other
1977-STDKI,Month-to-month,"Electronic check",1,93.55,Female,72,"Fiber Optic",Churned,Competitor
5813-UECBU,Month-to-month,"Credit card (automatic)",33,3987.79,Male,78,"Fiber Optic",Churned,Competitor
4342-HENTK,Month-to-month,"Electronic check",2,167.39,Female,67,"Fiber Optic",Churned,Competitor
1597-LHYNC,Month-to-month,"Electronic check",26,3795.58,Female,74,"Fiber Optic",Churned,Price
8651-ENBZX,"One year","Electronic check",60,8614.8,Female,68,"Fiber Optic",Churned,Price
9286-DOJGF,Month-to-month,"Bank transfer (automatic)",38,3469.49,Female,66,"Fiber Optic",Churned,Dissatisfaction
9661-MHUMO,Month-to-month,"Credit card (automatic)",1,57.63,Male,71,DSL,Churned,Dissatisfaction
8884-ADFVN,Month-to-month,"Electronic check",7,943.47,Male,65,"Fiber Optic",Churned,Other
2720-WGKHP,Month-to-month,"Electronic check",2,223.68,Male,65,"Fiber Optic",Churned,Other
9776-CLUJA,Month-to-month,"Electronic check",51,4718.72,Female,69,"Fiber Optic",Churned,Competitor
3551-HUAZH,Month-to-month,"Electronic check",1,85.48,Male,68,"Fiber Optic",Churned,Price
8634-MPHTR,Month-to-month,"Electronic check",47,5292.64,Male,68,"Fiber Optic",Churned,Attitude
2474-BRUCM,Month-to-month,"Electronic check",40,4200.3,Male,76,"Fiber Optic",Churned,Other
0616-ATFGB,Month-to-month,"Electronic check",1,25.05,Male,74,Cable,Churned,Competitor
7235-NXZCP,Month-to-month,"Mailed check",2,247.22,Male,79,"Fiber Optic",Churned,Competitor
6661-HBGWL,Month-to-month,"Bank transfer (automatic)",42,5004.69,Female,69,"Fiber Optic",Churned,Dissatisfaction
9317-WZPGV,Month-to-month,"Bank transfer (automatic)",2,248.66,Female,74,"Fiber Optic",Churned,Price
3621-CEOVK,Month-to-month,"Electronic check",14,2027.94,Female,71,"Fiber Optic",Churned,Dissatisfaction
7632-MNYOY,"One year","Credit card (automatic)",66,8085.45,Male,69,"Fiber Optic",Churned,Attitude
9248-OJYKK,Month-to-month,"Electronic check",1,90.29,Male,74,"Fiber Optic",Churned,Competitor
3398-FSHON,Month-to-month,"Electronic check",12,1502.62,Female,79,"Fiber Optic",Churned,Competitor
3319-DWOEP,Month-to-month,"Electronic check",6,861.15,Male,69,"Fiber Optic",Churned,Competitor
0818-OCPZO,Month-to-month,"Electronic check",27,3280.62,Male,80,"Fiber Optic",Churned,Competitor
1389-CXMLU,Month-to-month,"Electronic check",3,368.06,Male,65,"Fiber Optic",Churned,Competitor
5561-NWEVX,Month-to-month,"Electronic check",2,208.31,Female,78,"Fiber Optic",Churned,Price
2272-QAGFO,Month-to-month,"Electronic check",14,1587.23,Female,75,"Fiber Optic",Churned,Dissatisfaction
3768-NLUBH,Month-to-month,"Electronic check",57,8145.85,Male,73,"Fiber Optic",Churned,Dissatisfaction
7359-SSBJK,"Two year","Credit card (automatic)",64,6344.68,Female,80,DSL,Churned,Price
0685-MLYYM,Month-to-month,"Electronic check",2,174.57,Female,74,"Fiber Optic",Churned,Price
7957-RYHQD,Month-to-month,"Credit card (automatic)",40,5028.25,Female,65,"Fiber Optic",Churned,Price
6230-BSUXY,Month-to-month,"Electronic check",1,127.5,Female,71,"Fiber Optic",Churned,Dissatisfaction
3990-QYKBE,Month-to-month,"Electronic check",37,5300.09,Male,74,"Fiber Optic",Churned,Competitor
9274-CNFMO,Month-to-month,"Electronic check",4,421.14,Male,76,"Fiber Optic",Churned,Competitor
3005-NFMTA,Month-to-month,"Electronic check",55,6108.9,Male,73,"Fiber Optic",Churned,Price
5389-FFVKB,Month-to-month,"Credit card (automatic)",32,2549.61,Male,71,"Fiber Optic",Churned,Dissatisfaction
8444-WRIDW,Month-to-month,"Credit card (automatic)",66,8373.29,Female,72,"Fiber Optic",Churned,Attitude
5868-YWPDW,Month-to-month,"Electronic check",6,761.79,Male,76,"Fiber Optic",Churned,Dissatisfaction
1273-MTETI,Month-to-month,"Electronic check",4,423.89,Female,69,"Fiber Optic",Churned,Other
5480-HPRRX,Month-to-month,"Electronic check",3,77.75,Female,80,DSL,Churned,Attitude
7234-FECYN,Month-to-month,"Electronic check",8,1132.34,Female,78,"Fiber Optic",Churned,Attitude
1400-MMYXY,Month-to-month,"Electronic check",3,458.55,Male,71,"Fiber Optic",Churned,Attitude
7142-HVGBG,Month-to-month,"Electronic check",43,5163.79,Male,73,"Fiber Optic",Churned,Competitor
1564-NTYXF,Month-to-month,"Electronic check",13,1185.05,Female,79,"Fiber Optic",Churned,Attitude
0886-QGENL,Month-to-month,"Electronic check",27,3991.59,Female,72,"Fiber Optic",Churned,Attitude
8739-WWKDU,Month-to-month,"Electronic check",25,2657.65,Male,69,"Fiber Optic",Churned,Competitor
8685-WHQPW,Month-to-month,"Bank transfer (automatic)",22,1804.58,Female,79,"Fiber Optic",Churned,Competitor
7240-FQLHE,Month-to-month,"Bank transfer (automatic)",18,2291.11,Female,68,"Fiber Optic",Churned,Attitude
6664-FPDAC,"One year","Electronic check",56,7508.66,Female,77,"Fiber Optic",Churned,Attitude
